county,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,month,quarter,fulldate
Fresno,229.0,856.0,1085.0,1003.0,5053.0,6056.0,36.0,251.0,287.0,149.0,615.0,764.0,9.0,61.0,70.0,4.0,57.0,61.0,42.0,238.0,280.0,1.0,27.0,28.0,171.0,889.0,1060.0,12.0,181.0,193.0,517.0,2475.0,2992.0,62.0,259.0,321.0,1771.0,8079.0,9850.0,77.0,479.0,556.0,19.0,99.0,118.0,3.0,20.0,23.0,9.0,36.0,45.0,41.0,300.0,341.0,5.0,24.0,29.0,3172.0,17678.0,20850.0,4.0,76.0,80.0,5.0,52.0,57.0,20.0,130.0,150.0,5.0,33.0,38.0,37.0,283.0,320.0,9438.0,40247.0,49685.0,15761.0,72966.0,88727.0,24.0,147.0,171.0,12.0,82.0,94.0,0.0,2.0,2.0,2.0,3.0,5.0,0.0,4.0,4.0,0.0,3.0,3.0,4.0,21.0,25.0,0.0,2.0,2.0,3.0,23.0,26.0,0.0,3.0,3.0,2.0,9.0,11.0,1.0,12.0,13.0,48.0,132.0,180.0,19.0,111.0,130.0,14.0,64.0,78.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,39.0,42.0,1.0,5.0,6.0,925.0,2561.0,3486.0,2.0,9.0,11.0,2.0,4.0,6.0,6.0,7.0,13.0,1.0,4.0,5.0,17.0,93.0,110.0,9200.0,39595.0,48795.0,10256.0,42745.0,53001.0,2012,JUL,3.0,2012-07-01
Glenn,10.0,35.0,45.0,16.0,52.0,68.0,1.0,6.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,37.0,49.0,0.0,1.0,1.0,2.0,6.0,8.0,0.0,0.0,0.0,7.0,22.0,29.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,217.0,1024.0,1241.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,255.0,1146.0,1401.0,8.0,2.0,10.0,8.0,0.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,394.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,101.0,398.0,499.0,2012,JUL,3.0,2012-07-01
Humboldt,178.0,718.0,896.0,39.0,166.0,205.0,1.0,11.0,12.0,1.0,0.0,1.0,0.0,7.0,7.0,0.0,5.0,5.0,4.0,23.0,27.0,1.0,7.0,8.0,17.0,47.0,64.0,0.0,4.0,4.0,14.0,59.0,73.0,1.0,3.0,4.0,22.0,163.0,185.0,6.0,32.0,38.0,5.0,12.0,17.0,0.0,2.0,2.0,1.0,9.0,10.0,0.0,9.0,9.0,0.0,0.0,0.0,717.0,5100.0,5817.0,22.0,129.0,151.0,0.0,1.0,1.0,1.0,19.0,20.0,2.0,4.0,6.0,6.0,52.0,58.0,64.0,668.0,732.0,1057.0,7052.0,8109.0,3.0,11.0,14.0,1.0,6.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,151.0,177.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,56.0,380.0,436.0,89.0,571.0,660.0,2012,JUL,3.0,2012-07-01
Imperial,29.0,116.0,145.0,13.0,56.0,69.0,4.0,12.0,16.0,1.0,1.0,2.0,0.0,9.0,9.0,0.0,1.0,1.0,5.0,15.0,20.0,0.0,4.0,4.0,1.0,1.0,2.0,0.0,5.0,5.0,2.0,7.0,9.0,0.0,1.0,1.0,33.0,226.0,259.0,3.0,5.0,8.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2018.0,10715.0,12733.0,4.0,15.0,19.0,5.0,7.0,12.0,1.0,9.0,10.0,0.0,2.0,2.0,8.0,20.0,28.0,175.0,538.0,713.0,2289.0,11709.0,13998.0,4.0,7.0,11.0,5.0,23.0,28.0,4.0,9.0,13.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1841.0,9617.0,11458.0,4.0,8.0,12.0,5.0,7.0,12.0,1.0,2.0,3.0,0.0,0.0,0.0,7.0,11.0,18.0,108.0,445.0,553.0,1978.0,10123.0,12101.0,2012,JUL,3.0,2012-07-01
Inyo,50.0,176.0,226.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,490.0,538.0,2.0,11.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,5.0,17.0,145.0,162.0,121.0,836.0,957.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,17.0,140.0,157.0,25.0,170.0,195.0,2012,JUL,3.0,2012-07-01
Kern,64.0,271.0,335.0,253.0,1035.0,1288.0,154.0,455.0,609.0,26.0,90.0,116.0,1.0,13.0,14.0,4.0,10.0,14.0,39.0,312.0,351.0,1.0,15.0,16.0,5.0,10.0,15.0,5.0,25.0,30.0,13.0,91.0,104.0,5.0,14.0,19.0,1662.0,5187.0,6849.0,26.0,120.0,146.0,4.0,28.0,32.0,2.0,20.0,22.0,8.0,37.0,45.0,12.0,34.0,46.0,0.0,1.0,1.0,6202.0,28218.0,34420.0,23.0,110.0,133.0,7.0,22.0,29.0,25.0,95.0,120.0,7.0,16.0,23.0,35.0,183.0,218.0,3433.0,10782.0,14215.0,11737.0,46039.0,57776.0,26.0,83.0,109.0,160.0,434.0,594.0,138.0,346.0,484.0,10.0,41.0,51.0,1.0,4.0,5.0,1.0,3.0,4.0,5.0,23.0,28.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,12.0,15.0,0.0,4.0,4.0,33.0,71.0,104.0,13.0,50.0,63.0,1.0,4.0,5.0,0.0,1.0,1.0,6.0,18.0,24.0,6.0,27.0,33.0,0.0,0.0,0.0,3315.0,13573.0,16888.0,9.0,37.0,46.0,5.0,5.0,10.0,7.0,16.0,23.0,5.0,10.0,15.0,18.0,77.0,95.0,3358.0,9925.0,13283.0,6949.0,24281.0,31230.0,2012,JUL,3.0,2012-07-01
Kings,8.0,41.0,49.0,66.0,304.0,370.0,43.0,125.0,168.0,2.0,12.0,14.0,1.0,7.0,8.0,2.0,3.0,5.0,15.0,111.0,126.0,1.0,3.0,4.0,2.0,16.0,18.0,0.0,4.0,4.0,0.0,20.0,20.0,0.0,3.0,3.0,134.0,659.0,793.0,5.0,24.0,29.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,2638.0,3146.0,1.0,7.0,8.0,0.0,2.0,2.0,1.0,4.0,5.0,0.0,9.0,9.0,3.0,21.0,24.0,940.0,4207.0,5147.0,1666.0,7916.0,9582.0,2.0,14.0,16.0,44.0,129.0,173.0,42.0,116.0,158.0,0.0,6.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,18.0,2.0,19.0,21.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,488.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,7.0,8.0,922.0,4088.0,5010.0,1085.0,4771.0,5856.0,2012,JUL,3.0,2012-07-01
Lake,16.0,128.0,144.0,6.0,38.0,44.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,12.0,15.0,0.0,4.0,4.0,0.0,5.0,5.0,1.0,2.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,29.0,151.0,180.0,2.0,9.0,11.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,503.0,3553.0,4056.0,4.0,22.0,26.0,0.0,3.0,3.0,3.0,16.0,19.0,0.0,1.0,1.0,4.0,27.0,31.0,102.0,414.0,516.0,669.0,4362.0,5031.0,1.0,10.0,11.0,0.0,9.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,27.0,140.0,167.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,98.0,374.0,472.0,127.0,547.0,674.0,2012,JUL,3.0,2012-07-01
Lassen,9.0,73.0,82.0,2.0,10.0,12.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,5.0,16.0,21.0,6.0,11.0,17.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,8.0,11.0,0.0,0.0,0.0,221.0,928.0,1149.0,3.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,20.0,60.0,80.0,266.0,1120.0,1386.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,35.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,58.0,78.0,31.0,91.0,122.0,2012,JUL,3.0,2012-07-01
Los Angeles,1242.0,5409.0,6651.0,1511.0,15238.0,16749.0,69.0,498.0,567.0,268.0,2032.0,2300.0,245.0,3433.0,3678.0,31.0,272.0,303.0,312.0,2858.0,3170.0,149.0,1589.0,1738.0,49.0,290.0,339.0,181.0,3013.0,3194.0,176.0,1032.0,1208.0,31.0,221.0,252.0,12974.0,93246.0,106220.0,977.0,4876.0,5853.0,78.0,271.0,349.0,559.0,2441.0,3000.0,322.0,2098.0,2420.0,0.0,0.0,0.0,18.0,66.0,84.0,43038.0,222905.0,265943.0,305.0,1275.0,1580.0,116.0,734.0,850.0,412.0,2027.0,2439.0,54.0,358.0,412.0,5484.0,21906.0,27390.0,13603.0,66429.0,80032.0,79716.0,434403.0,514119.0,1212.0,4748.0,5960.0,199.0,835.0,1034.0,0.0,9.0,9.0,54.0,223.0,277.0,5.0,15.0,20.0,6.0,10.0,16.0,19.0,76.0,95.0,4.0,8.0,12.0,40.0,221.0,261.0,6.0,5.0,11.0,46.0,200.0,246.0,19.0,68.0,87.0,389.0,1427.0,1816.0,837.0,4062.0,4899.0,49.0,148.0,197.0,555.0,2401.0,2956.0,215.0,1451.0,1666.0,0.0,0.0,0.0,18.0,62.0,80.0,35405.0,171963.0,207368.0,261.0,825.0,1086.0,39.0,170.0,209.0,70.0,248.0,318.0,29.0,127.0,156.0,0.0,0.0,0.0,13603.0,66429.0,80032.0,52044.0,250834.0,302878.0,2012,JUL,3.0,2012-07-01
Madera,11.0,96.0,107.0,23.0,113.0,136.0,11.0,56.0,67.0,1.0,8.0,9.0,1.0,3.0,4.0,0.0,1.0,1.0,7.0,15.0,22.0,1.0,1.0,2.0,1.0,3.0,4.0,0.0,4.0,4.0,1.0,19.0,20.0,0.0,3.0,3.0,64.0,351.0,415.0,2.0,8.0,10.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,1066.0,4828.0,5894.0,2.0,17.0,19.0,9.0,11.0,20.0,1.0,7.0,8.0,0.0,3.0,3.0,6.0,35.0,41.0,834.0,2947.0,3781.0,2018.0,8416.0,10434.0,0.0,12.0,12.0,9.0,46.0,55.0,8.0,36.0,44.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,12.0,14.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,658.0,2412.0,3070.0,0.0,5.0,5.0,9.0,10.0,19.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,22.0,27.0,811.0,2792.0,3603.0,1496.0,5315.0,6811.0,2012,JUL,3.0,2012-07-01
Marin,14.0,65.0,79.0,39.0,234.0,273.0,20.0,72.0,92.0,0.0,2.0,2.0,4.0,16.0,20.0,0.0,7.0,7.0,2.0,29.0,31.0,0.0,11.0,11.0,0.0,6.0,6.0,6.0,57.0,63.0,7.0,30.0,37.0,0.0,4.0,4.0,118.0,602.0,720.0,6.0,20.0,26.0,4.0,6.0,10.0,0.0,2.0,2.0,1.0,5.0,6.0,1.0,7.0,8.0,0.0,0.0,0.0,594.0,3381.0,3975.0,13.0,45.0,58.0,0.0,3.0,3.0,4.0,19.0,23.0,1.0,5.0,6.0,8.0,30.0,38.0,31.0,262.0,293.0,828.0,4666.0,5494.0,12.0,36.0,48.0,18.0,39.0,57.0,16.0,34.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,11.0,16.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,385.0,947.0,1332.0,13.0,27.0,40.0,0.0,1.0,1.0,1.0,4.0,5.0,0.0,1.0,1.0,2.0,7.0,9.0,30.0,234.0,264.0,466.0,1313.0,1779.0,2012,JUL,3.0,2012-07-01
Mariposa,3.0,34.0,37.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,664.0,778.0,6.0,27.0,33.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,10.0,14.0,128.0,747.0,875.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,53.0,65.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,12.0,18.0,63.0,81.0,2012,JUL,3.0,2012-07-01
Mendocino,71.0,443.0,514.0,10.0,101.0,111.0,8.0,55.0,63.0,0.0,3.0,3.0,0.0,6.0,6.0,0.0,1.0,1.0,2.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,7.0,7.0,0.0,2.0,2.0,6.0,121.0,127.0,3.0,14.0,17.0,0.0,7.0,7.0,0.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,615.0,4751.0,5366.0,10.0,91.0,101.0,0.0,0.0,0.0,3.0,15.0,18.0,1.0,4.0,5.0,4.0,40.0,44.0,168.0,761.0,929.0,891.0,6341.0,7232.0,3.0,18.0,21.0,9.0,50.0,59.0,8.0,41.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,82.0,308.0,390.0,0.0,11.0,11.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,13.0,13.0,164.0,683.0,847.0,260.0,1091.0,1351.0,2012,JUL,3.0,2012-07-01
Merced,28.0,104.0,132.0,266.0,867.0,1133.0,23.0,50.0,73.0,0.0,8.0,8.0,1.0,8.0,9.0,1.0,3.0,4.0,13.0,58.0,71.0,0.0,6.0,6.0,33.0,75.0,108.0,3.0,8.0,11.0,191.0,639.0,830.0,1.0,12.0,13.0,347.0,1353.0,1700.0,10.0,52.0,62.0,4.0,16.0,20.0,0.0,5.0,5.0,2.0,17.0,19.0,3.0,14.0,17.0,1.0,0.0,1.0,4021.0,14300.0,18321.0,13.0,45.0,58.0,2.0,9.0,11.0,13.0,40.0,53.0,0.0,3.0,3.0,15.0,47.0,62.0,92.0,369.0,461.0,4807.0,17189.0,21996.0,4.0,32.0,36.0,3.0,11.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,4.0,29.0,33.0,2.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,3019.0,9328.0,12347.0,4.0,18.0,22.0,1.0,4.0,5.0,5.0,6.0,11.0,0.0,0.0,0.0,6.0,16.0,22.0,89.0,361.0,450.0,3137.0,9810.0,12947.0,2012,JUL,3.0,2012-07-01
Modoc,2.0,18.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,285.0,348.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,9.0,45.0,54.0,76.0,363.0,439.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,9.0,4.0,13.0,11.0,15.0,26.0,2012,JUL,3.0,2012-07-01
Mono,3.0,14.0,17.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,376.0,396.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,18.0,18.0,23.0,424.0,447.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,99.0,109.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,16.0,10.0,119.0,129.0,2012,JUL,3.0,2012-07-01
